,title,url,date,text
278,Revolut offers an account at 3.4% APR. Is it an Account? With FGD? …?,https://www.tucapital.es/cuentas/cuenta-revolut-al-334-tae-es-una-cuenta-con-fgd-todo-lo-que-debes-de-saber/,01/08/2023,"Revolut, or Revolut Bank, is a mobile bank or neobank in the style of Orange Bank that offers banking services (current account and payment card) through an APP.
The striking thing about this entity is that it offers an ""account"" at 3.4% APR, it would be the most profitable on the market, and some wonder if it is really an account and everything that comes with being a checking account.
Be careful, the Revolut Account IS a bank account, with a Spanish IBAN, with FGD and under all the necessary regulations and supervisions, but the account that gives that 3.4% APR, NO.
As the bank explains, the Revolut account “is a payment account and we consider the money you deposit in it a deposit. These types of accounts are often called “checking accounts,” a type of bank account where you can deposit and withdraw money and make payments.
Furthermore, as the entity has a branch in Spain, you will have an account with a Spanish IBAN (personal income tax withholdings and communication to the Treasury of your data. There is no need for form 720) and under the supervision of the Bank of Spain:

Source: www.bde.es
Since it is only a branch of a Lithuanian entity, the FGD that protects your money in that account is the Lithuanian FGD (see here), which according to the FGD, must be at least equal, at least the FGD.
If the branch cannot return your money, the FGD will process the return of your money (see video point 6 of the FGD's frequently asked questions, here).
BUT: the Revolut Account does not offer any profitability. It's just free. It gives you a card and some interesting free services.
This is the Flexible Account, which is NOT a bank account. It is like an account linked to investment funds or some variable asset, with the characteristic that it has very high liquidity.
That 3.4% APR is as of July 6, 2023; It is surely the day that gave the highest profitability.
The bank itself warns you that it is ""subject to daily changes."" ""Its growth is not guaranteed and capital is subject to risk.""
So, our conclusion is that you forget about this topic, unless you are investors, and not savers to whom we usually direct our publications.
You can read all the information about the risks that the bank itself has linked in this product (see here).



The profitability of the Revolut Flexible Account reached up to 3.97% as of January 15, 2024, which the entity announces on its website.
That almost 4% APR, which you add to the ""account"" that ""pays interest daily"" and ""withdraw funds when you need it"", makes many not resist the temptation.
More than 350 million euros has been captured by Revolut in its Flexible Account among Spanish savers according to a press release issued by the bank itself.
There are 350 million euros invested in a monetary fund that people do not know and think is a traditional account.
If you read a Revolut news item in the press and see that it offers a 3.7% APR. Be careful.
Your normal account, the Revolut, if it is a traditional bank account, with FGD and services. But the Flexible account, the one that gives you 3.7% APR, is not a bank account."
279,Banca March raises its 12-month deposit to 3.3% APR,https://www.tucapital.es/depositos/banca-march-sube-hasta-el-33-tae-su-deposito-a-12-meses/,01/08/2023,"Banca March has just raised the profitability of its 12-month deposit to 3.3% APR from the 2.6% APR it had been offering.
It does not become the most profitable deposits that are around 4% APR, but it is quite decent considering that it is only 12 months.
At that term, it is only surpassed by a handful of entities such as Haitong (4% APR), BFS (3.5% APR), Facto (3.5% APR) or Pibank (3.34% APR).
It also has the advantage that it can be canceled in advance, both totally and partially. If you do, not only does it not charge you any commissions, but it will continue to pay you interest, yes, at 1% APR, which is not bad at all.
This product is exclusively for new customers who open the Avantio account through digital channels.
The characteristics of this fixed term are:
This product has a dark side, the Avantio Account. It is free only if you have €10,000 invested in a bank product; in addition to other conditions that are easy to meet.
The entity accepts the €10,000 deposit so that you do not pay commissions on the account. So the problem would come after the expiration. You will have to cancel the account or you will have to pay €75 in semi-annual commissions (€150 per year).
The offer will be valid until October 31, 2023.
>> See more details about Avantio account fees


Banca March increases the profitability of its 12-month Flexible Avantio deposit to 3.1% APR for new digital clients.
It is a slight increase, of 0.1 percentage points, from the 3% APR. But given the downward trend, and after the bank's latest decline, an increase is appreciated, even if it is so little.
Banca March's Avantio Flexible deposit with a 12-month term and 3% APR for new digital clients will be available for 1 more month.
The bank set the marketing deadline for this product until April 12, 2023.
Banca March relaunches the Avantio Flexible deposit with a 12-month term and now at 3% APR for new digital clients.
It represents a reduction of 0.3 percentage points compared to what the bank offered until December 31, 2023."
280,Banco Caminos offers a 12-month deposit at 3.29% APR,https://www.tucapital.es/depositos/banco-caminos-ofrece-un-deposito-a-12-meses-al-329-tae/,31/07/2023,"Banco Caminos, also BancoFar, tries to attract new money by offering a 12-month deposit at a 3.29% APR.
It is a deposit with a not very long term and has the advantage that it is cancelable, although the interest rate is not one of the highest on the market (up to 4% APR), but 3.29% APR is Pretty decent, especially for the bank's existing customers.
The detailed characteristics of the product are:
This offer is valid until September 30, 2023.
This deposit is associated with a commission-free account as long as you meet one of the following conditions each quarter, otherwise you will have to pay €35 quarterly:
The debit card is also commission-free if the same conditions are met, otherwise it will be €15.
>> See account commission details


CBNK, the new entity resulting from the merger of Banco Caminos and Bancofar, has launched a deposit with a 6-month term and a 3.29% APR.
Banco Camino rewards more profitability if you deposit more money. How things have changed compared to 1 year ago, when they wanted to charge us for lending them our money!
The entity offers a base profitability of 1.5% APR for all deposits up to €100,000, but if you put more, up to €200,000 it gives you 1.7% APR, and if you put even more, the bank gives you a 1, 81% APR.
Information, Rating, Solvency Rating and FGD of Banco Caminos"
281,EBN now offers the same 9 and 12 month deposits with extra rates to new clients,https://www.tucapital.es/depositos/ebn-ofrece-ahora-los-mismos-depositos-a-9-y-12-meses-con-extra-tipos-a-nuevos-clientes/,27/07/2023,"At the beginning of July, EBN Banco launched 4 deposits with extra interest only for the bank's clients.
These were 4 fixed terms whose profitability exceeds those offered to new clients:
It is strange that a bank offers more to existing customers than to new ones. In any case, we believe that discriminating some clients against others always generates controversy.
Now the bank solves part of that problem, increasing the terms to 9 and 12 months at the same interest rate for existing clients.
In this way, the interest rate on your deposits is as follows for new clients:
*Cancellable in advance by the client.
The rest of the features are:
The characteristics of your account are as follows:


EBN Banco has extended its deposits at 3.1% APR indefinitely to any term you choose: 3, 6, 9, 12, 18, 24 or 36 months.
This offer has been in effect since February 15 and initially had a marketing period until March 1, but as we say, it will continue indefinitely until further notice.
EBN Banco flat offer, gives you 3.1% APR for any term you choose: 3, 6, 9, 12, 18, 24 or 36 months, and also reduces the minimum investment from €10,000 to €5,000 on the day of Valentine's Day.
However, this means a drop in rates for most terms: from 9 months, and a slight increase for short terms.
EBN bank changes the interest rate on various deposits. Its maximum profitability drops to 3.4% APR after the brief period at 3.6% APR offered during Black Friday.
That 3.4% APR is pretty decent, but not as much as the best offers on the market at 4% APR from Facto (see here) or Banco Big (see here)."
282,No news at Renault Bank: 2.63% APR account and 3.65% APR deposit until September,https://www.tucapital.es/blogs/noticias/sin-novedades-en-renault-bank-263-tae-cuenta-y-365-tae-deposito-hasta-septiembre/,27/07/2023,"No news was expected at Renault Bank and so it has been. We were only surprised by the long deadline that the bank has set for a possible review of its products, until September 12, 2023.
It will be the longest term that the bank has set for its products, it has always been about 15 days and this time it will be a month and a half. The most likely thing is because the month of August is the holiday period par excellence in Spain and if we do not have this month, the period would be as always.
The latest increases: in July the Contigo Account up to 2.63% APR and in June, the Tú Deposit up to 3.65% APR.
Of the 2 products, the most interesting is the Contigo Account, because its 2-year deposit does not allow early cancellations, and that is currently a drawback with the prospect of more increases.
Your account Offers more than Banco Sabadell (2.5% APR), MyInvestor (2.5% APR), Targo Bank (2.5% APR)... It even stays close to Facto's 3-month fixed terms (3 .03% APR) or Haitong (2.8% APR).
It is only surpassed by accounts such as Bankinter and Openbank Payroll (5% APR).

Offer valid until September 12, 2023.
Offer valid until September 12, 2023.
Tomorrow, April 24, 2024, the marketing period for the account at 2.89% APR and 2-year deposit and 3.44% from Renault Bank ends.
The last extension was only 2 weeks, and if we already thought then that rates could be lowered, now it is even more likely.
Renault Bank has once again extended the contracting period for its products without changing its profitability: Account at 2.89% APR and deposit for 2 years and at 3.44% APR.
We congratulate our users who have been correct in their prediction with 67% of the votes (see here) stating that the bank would do that.
Next Wednesday, April 10, 2024, the marketing period for the Account at 2.89% APR and the deposit at 3.44% APR from Renault Bank ends. Will there be changes the next day?
What is your opinion? Answer us to the survey. Last time you got most of them right."
283,-26/07/2023:,https://www.tucapital.es/blogs/noticias/sin-novedades-en-renault-bank-263-tae-cuenta-y-365-tae-deposito-hasta-septiembre/,26/07/2023,"No news was expected at Renault Bank and so it has been. We were only surprised by the long deadline that the bank has set for a possible review of its products, until September 12, 2023.
It will be the longest term that the bank has set for its products, it has always been about 15 days and this time it will be a month and a half. The most likely thing is because the month of August is the holiday period par excellence in Spain and if we do not have this month, the period would be as always.
The latest increases: in July the Contigo Account up to 2.63% APR and in June, the Tú Deposit up to 3.65% APR.
Of the 2 products, the most interesting is the Contigo Account, because its 2-year deposit does not allow early cancellations, and that is currently a drawback with the prospect of more increases.
Your account Offers more than Banco Sabadell (2.5% APR), MyInvestor (2.5% APR), Targo Bank (2.5% APR)... It even stays close to Facto's 3-month fixed terms (3 .03% APR) or Haitong (2.8% APR).
It is only surpassed by accounts such as Bankinter and Openbank Payroll (5% APR).

Offer valid until September 12, 2023.
Offer valid until September 12, 2023.
Tomorrow, April 24, 2024, the marketing period for the account at 2.89% APR and 2-year deposit and 3.44% from Renault Bank ends.
The last extension was only 2 weeks, and if we already thought then that rates could be lowered, now it is even more likely.
Renault Bank has once again extended the contracting period for its products without changing its profitability: Account at 2.89% APR and deposit for 2 years and at 3.44% APR.
We congratulate our users who have been correct in their prediction with 67% of the votes (see here) stating that the bank would do that.
Next Wednesday, April 10, 2024, the marketing period for the Account at 2.89% APR and the deposit at 3.44% APR from Renault Bank ends. Will there be changes the next day?
What is your opinion? Answer us to the survey. Last time you got most of them right."
284,Orange Bank will increase its savings account to 2% APR in September,https://www.tucapital.es/cuentas/orange-bank-subira-en-septiembre-hasta-el-2-tae-su-cuenta-de-ahorro/,25/07/2023,"Orange Bank once again announces an increase in futures for its savings account. This time the announcement is more than 1 month in advance, because it will not apply until September 1, 2023.
The increase will be 0.2 percentage points for Orange customers and Former customers, up to 2% APR; and 0.3% percentage points for Non-Orange customers, up to 1.8% APR.
This 2.0% APR will only be for customers with an Orange line, and those who contracted the account before December 19, 2022. Before that date, the account was only contractable by savers with an Orange line, even if it later ceased to have a contract. with the mobile company.
Thus, the profitability of this account will be as follows:
The rest of the features remain unchanged:
Orange Bank launched its account at 1% APR and for a maximum of €20,000 in November 2019. It was a profitable account at a time when no one offered anything for your money, they even wanted to charge you for lending to them.
On December 1, 2021, the bank reduced the profitability to 0.5% APR, but increased the maximum remuneration to €40,000.
On July 1, 2022, the maximum remuneration increased again, up to €100,000.
On September 5, it announced that it would rise to 0.7% APR on October 1 and for a maximum of €100,000, but finally the increase was up to 1% APR, the current rate.
On December 19, Orange Bank allows you to open an account without the need for an Orange mobile line. But these customers will receive 0.8% APR instead of 1% APR. Former customers maintain the 1% APR.
On March 1, the bank raised it to 1.5% (Orange clients) and 1.3% APR (without Orange line).
On June 1, it reached 1.8% and 1.5% APR, and in just over 1 month, up to 2% and 1.8% APR.
A few days ago, Orange, the company on which Orange Bank depends, announced that it wants to sell the banking entity.
It has entered into exclusive negotiations with BNP Paribas, which already has Banco Cetelem in Spain.
For many, it is even good news, because Orange scares many many people. The bad thing is the uncertainty of BNP's commercial strategy that it will apply to Orange Bank clients.
Nothing should worry the bank's 200,000 clients at the moment. We have had similar cases and we have told them on this website such as that of Ibanesto, Oficina Directa or COINC.
>> See more details of the implications for customers


We already saw that N26 or Celetem could be good replacements for Orange Bank which will close its doors on June 17, 2024. Today we want to analyze the B100 offer.
Unfortunately, we will lose the Orange Bank account which was very good for all the services it offered and there is no offer that gives everything.
In the case of B100, we miss immediate transfers, which are at a cost, and cash withdrawals at any ATM.
We must assume that Orange Bank will no longer exist and we must decide to go to another entity.
The alternatives that we have proposed, none are as good as Orange Bank (see here), perhaps N26 is one of the best offers (see here). But what about Cetelem?
Orange Bank will close all accounts on June 17, 2024, and there will be no migration of its customers to Cetelem, the entity that has purchased Orange Bank's business.
The only consideration that Cetelem has for Orange Bank customers is to give them a welcome offer, but they need to register with Cetelem."
285,Openbank offers a deposit at 2.01% APR or 3.07% APR if you direct deposit your income,https://www.tucapital.es/depositos/openbank-ofrece-un-deposito-al-201-tae-o-al-307-tae-si-domicilias-tus-ingresos/,24/07/2023,"Openbank launches a 6-month deposit with a profitability of 2% APR, which rises to 3% APR if you direct deposit your income for at least 4 months during the validity of the product.
Consider the bank as income, payroll, pension, unemployment benefit or monthly income of at least €600 per month.
A deposit right now at 2% APR falls short, 3% APR could attract some savers, but if they demand income, they lose all interest, at least for those who do not yet have income in this entity.
The characteristics of this deposit are:
This deposit will be in effect until September 4, 2023.
>> See more details of the offer


Anyone who has not had an Orange Bank account does not know what we are going to lose. The entity will close in 2024 and the clients will be transferred to Cetelem.
Today we have tried to look for an alternative, and we have not found any offer that equals or surpasses Orange Bank: either ATMs fail, or some operation is not available or with a cost, or it requires payroll or income.
Openbank once again offers its Exclusive Deposit, in this case, with a 12-month term and 3.15% APR to certain clients who are threatening to transfer their money to another entity.
The offer was lower during the month of March, at 2% APR, but now, it has once again offered those 3.15% APR; being an offer much higher than that offered generally
Today we echo an email received that reports ""non-payment of the promotion - Multi-Track Savings Time - for balance increases in both checking accounts and deposits.""
Our user has asked us to give him a voice and in case the information is ""of interest"", knowing that we have published ""news on other occasions following complaints from readers."""
286,Abanca continues until December 31 with its account at 2% + €300 net if you keep the payroll,https://www.tucapital.es/depositos/abanca-sigue-hasta-el-31-de-diciembre-con-su-cuenta-al-2-300e-netos-si-llevas-la-nomina/,20/07/2023,"Abanca continues to offer its online account with a €300 bonus and 2% APR profitability in exchange for payroll until December 31, 2023.
2% APR
€300 net cash:
Offer valid until December 31, 2023.
The Clara Online Account is a pack with the following services:
This online account supports up to two account holders. And each client can have a maximum of two Clara Online Accounts in ABANCA.


Abanca continues to offer the Now deposit to its clients with a profitability of 3.1% APR and a 12-month term.
This deposit, exclusively for money from other banks, is being sent to its clients via email. If you contract it with money that is already in the bank, the interest rate drops to 1.78% APR.
Abanca made the purchase of Targobank on October 6, and it is already having some effects such as the change of logo on the Targobank website.
Targobank has nearly 150,000 clients, who will be affected in some way by this acquisition, but they should not worry, just be aware of possible changes.
Abanca has been offering a deposit for selected clients for a few weeks with a return of 3.1% APR and a 12-month term.
The most peculiar thing about this product is that it pays the interest in advance, 2 days after establishing the fixed term."
287,The main technologies that have disrupted the online casino sector,https://www.tucapital.es/blogs/guias/las-principales-tecnologias-que-han-alterado-el-sector-de-los-casinos-en-linea/,20/07/2023,"One of the fastest growing subsectors of the entertainment industry in recent years is online gambling, which has seen an incredible surge in popularity. In accordance with the needs of the sector, technology is beginning to advance rapidly.
Game innovation seeks to offer customers of the best online casinos the most comfortable gaming environment. As a result, many of today's technological trends have permanently altered the way we view gambling. Let's examine some recent changes that have occurred at the highest paying online casino. What technological advances have influenced online gambling?
Many players around the world prefer slot machines to other types of gambling. Online slots have appeared as a result of current trends, bringing the simple idea and traditional style of traditional slots to the online environment. In this case, 3D animation helped significantly.
Modern real money casinos incorporate a lot of animation into their games, and there is often a narrative that players follow. 3D slot machine technology has altered the way we view and understand online slots.
In its early stages, virtual reality may have seemed like a pipe dream, but it is now widely used in online gaming. Players can interact with staff and other players in virtual reality to give the impression of being in a traditional offline casino.
While it obviously doesn't have an overall impact, it does contribute to the development of a fun environment appropriate for the game. You will need a specific headset to use this technology, which is a drawback.
Artificial intelligence is a technology that aims to replace humans with computers to carry out common tasks in homes and workplaces. Nowadays, online casinos frequently use artificial intelligence.
Predictive modeling and machine learning, for example, can suggest games to players on gaming websites they frequently visit. Another aspect of artificial intelligence that is quickly taking off in online casinos is the live chat feature.
The following categories describe the various ways in which artificial intelligence is used in the online casino platform:
Casinos can better adapt to the needs, wants, and desires of their customer base through the use of data models and predictive analytics. By implementing these best business practices, casinos can evaluate customer preferences and feedback to modify and improve their services while raising the level of product quality.
Gaming sites track player interests and market trends, and use this information to create new games and improve existing ones. Players are guaranteed to benefit from their online gaming experience and are more likely to return to a specific casino as a result of this.
Entering the realm of online casinos like Rabona casino can be an experience full of excitement and fun. However, beyond the entertainment, there are valuable lessons about managing personal finances. Each decision made in roulette or blackjack, for example, contains strategies applicable not only in the game, but also in our daily finances.
In the wide universe of online gaming, Nomini Casino shines as an oasis of fun and excitement. In an environment where the daily routine can be tedious, having a trustworthy and entertaining space to relax is essential.
With a wide variety of games ranging from the most popular slots to classic table games, this online casino offers a unique gaming experience for every type of player.
Casinos are popular places for those looking for excitement and entertainment, but they are also known for their mathematical advantage in all online casino or sportsbook games."
288,"Self Bank now offers a 3-month deposit and a 3% APR, the most profitable for that term",https://www.tucapital.es/cuentas/self-bank-ofrece-ahora-un-deposito-a-3-meses-y-al-3-tae-el-mas-rentable-del-mercado/,19/07/2023,"Self Bank offers a deposit with a 3-month term and a 3% APR for new money, becoming the most profitable deposit on the market for that term, along with the Facto Account.
The drawback is that the term is somewhat short for a bonus offer. It only lasts 3 months and then you have to opt for less profitable deposits: 1 year at 2% APR or 2 years at 2.75% APR.
Thus, for example, Facto allows you to contract your deposit over and over again at 3% APR. Of course, Self Bank allows you to cancel early, losing only the interest generated. But in a period of 3 months, it is not so important.
We must also consider the Renault Bank savings account, you put the money there, and it gives you 2.63% APR for an indefinite period, it is only a ""little"" less profitable than Self Bank.
Having said all this, we do not believe that it will attract many new clients, rather we believe in an offer that will be worth it to the bank's existing clients and that has some savings outside the entity.
The characteristics of this deposit are:
This offer will be valid until August 31, 2023.
As the only requirement, the bank asks to have the Self Account current account without commissions:
The current account characteristics are:


Self Bank takes months to make changes to its savings products. We have to go back to the month of October, when I set the profitability of its 4 term deposits that are available to all clients.
This fact contrasts with its activity in the post-summer months and it would not be surprising if it makes changes soon, but it will surely be for the worse.
Self Bank launches another term again, this time for 24 months, but less profitable than the existing ones, at 2.75% APR, which is added to the list of the 3 deposits that the bank had already been offering, which give up to 3 .3% APR.
The lower profitability of the new 2-year deposit is due to the fact that the bank also allows it to be contracted with money that the client already has in the bank, unlike the other 3 that require new money.
Self Bank launches 2 new deposits with a term of 6 and 12 months with returns of up to 3.3% APR and extends the 3-month deposit at 3.05% APR that it had been offering since July.
The 3 deposits do not ask for anything, neither payroll nor linked products, you just have to deposit new money into the bank"
289,BBVA gives you €210 for direct debiting just 1 receipt for 6 months in your Online Account,https://www.tucapital.es/cuentas/bbva-te-da-210e-por-domiciliar-solo-1-recibo-durante-6-meses-en-su-cuenta-online/,18/07/2023,"It has been a long time since we talked about BBVA, because this entity, like Santander or CaixaBank, refuses to remunerate our money. But everything will come.
Its only interesting product: the Online Account without commissions and without conditions (it only requires that you be a new customer), now offers up to €210 if you direct debit a single receipt at the bank.
Specifically, the bank offers:
In return he demands:
Receipts from companies valid for the promotion:
This offer, as stated in the terms and conditions, is not compatible with other offers. So you must choose between this offer or the Amigo Plan that we talk about below.
>> See details of the promotion
BBVA offers its friend plan to attract clients to its Online Account without commissions (TIN 0%, APR 0%) in which it gives cash to both the client (godfather) and the new client (godson).
Specifically, BBVA offers:
This offer was activated on February 1, 2022 and has been in effect intermittently. This time, it will be until September 30, 2023.
All BBVA customers can join the plan and start inviting their friends and get a bonus of up to €150.
> See legal bases of the promotion
BBVA is one of the banks that imposes a lot of commissions on its clients or many links (see here)
But there is an exception in this entity, and it is the online account that does not charge commissions or require conditions:
The bad thing is that it indicates that it is exclusively for new customers: ""If you are not yet a BBVA customer, this online account is for you"" as indicated on its website.
But according to customer experience, you can hire it, but you will surely be left out of the Amigo Plan and perhaps some more disadvantages.


Anyone who has not had an Orange Bank account does not know what we are going to lose. The entity will close in 2024 and the clients will be transferred to Cetelem.
Today we have tried to look for an alternative, and we have not found any offer that equals or surpasses Orange Bank: either ATMs fail, or some operation is not available or with a cost, or it requires payroll or income.
BBVA Italia has lowered the profitability of its Flexible Deposit from 4.25% APR to 3% APR, but increases the term from 12 to 24 months. On the other hand, you keep your account at 4% APR.
Despite this drop, we would like BBVA Spain to offer them to us here, but the bank does not even allow us to contract them on the BBVA Italy website if we do NOT have nationality and residence in Italy: it requires, Italian telephone number, NIF Italian, etc.
The BBVA promotion, which launched in January, in which it pays you all your bills domiciled in the entity for 1 year with a maximum of €60 per month (€720 per year), will end on March 31, 2024 .
You still have a little more than 2 weeks to take advantage of this offer aimed at new customers who open an online account without commissions."
290,ING extends its 3-month deposit and 2.5% APR for new money until July 31,https://www.tucapital.es/depositos/ing-amplia-hasta-el-31-de-julio-su-deposito-a-3-meses-y-al-25-tae-para-dinero-nuevo/,17/07/2023,"ING has extended the marketing period of its liability collection deposit to 2.5% APR and a period of 3 months until July 31, 2023.
It only offers 0.5 percentage points more than the previous offer, which was 3 months ago, in March (see here).
It is a fairly low offer keeping in mind that there are savings accounts at that rate and deposits of almost 4% APR and without asking for it to be new money.
Of course, a strictly 3-month deposit is the third most profitable deposit, after Facto (3.0% APR), Haitong (2.8% APR) and MyInvestor (2.75% APR)
The characteristics of this product are:
To be able to contract this product you must bring money to ING until July 31, 2023, which represents an increase in any of your accounts (ORANGE Account, PAYROLL Account or NoAccount Account).
According to ING, the new income for your deposit is:
The great advantage of this offer is that it allows you to cancel early, and in addition, you will always charge at least 1.5% APR.
In short, any offer is welcome, and that ING is launching promotions like this, we can even be happy. How things have changed at ING.
We know of clients who have tried to drain money from the bank and ING has counter-offered them with a 12-month deposit and a 2.5% APR.
>> See more information here
Orange Deposits:
With the following features:
And Orange Account:


ING now asks, in addition to direct debiting a payroll, to spend money with your debit card if you want to receive up to €120 welcome.
Before they gave you the bonus directly if you direct deposited your income in the bank, now, in addition, you must spend money in a series of supermarkets that they indicate to receive those €120
ING tells you to make your “savings work for you with the new 3-month APR 2.50% Deposit” as “more than 250,000 customers” have already done.
But ING knows that whatever it launches, it works. As the bank says, more than 250,000 clients have hired it, although it does not specify how long or for what amount.
Anyone who has not had an Orange Bank account does not know what we are going to lose. The entity will close in 2024 and the clients will be transferred to Cetelem.
Today we have tried to look for an alternative, and we have not found any offer that equals or surpasses Orange Bank: either ATMs fail, or some operation is not available or with a cost, or it requires payroll or income."
291,Renault Bank only extends its products: 2.63% APR account and 3.65% APR deposit,https://www.tucapital.es/depositos/renault-bank-solo-prorroga-sus-productos-263-tae-cuenta-y-332-tae-deposito/,13/07/2023,"This time nothing was expected other than that Renault Bank would extend the contracting period of its account to 2.63% APR and its deposit to 2 years and 3.65% APR.
And so it has been. The bank has extended these products for 2 weeks, until July 26, 2023. By then there may be some change.
The entity raised its Contigo Account to 2.63% APR 3 weeks ago and the Tú Deposit was raised to 3.65% APR a little over 1 month ago.
Of the 2 products, the most interesting is the Contigo Account, because its 2-year deposit does not allow early cancellations, and that is currently a drawback with the prospect of more increases.
Your account Offers more than Banco Sabadell (2.5% APR), MyInvestor (2.5% APR), Targo Bank (2.5% APR)... It even stays close to Facto's 3-month fixed terms (3 .03% APR) or Haitong (2.8% APR).
It is only surpassed by accounts such as Bankinter Payroll and Openbank (5% APR) surpassing the profitability of Renault Bank.

Offer valid until July 12, 2023.
Offer valid until July 26, 2023.


Tomorrow, April 24, 2024, the marketing period for the account at 2.89% APR and 2-year deposit and 3.44% from Renault Bank ends.
The last extension was only 2 weeks, and if we already thought then that rates could be lowered, now it is even more likely.
Renault Bank has once again extended the contracting period for its products without changing its profitability: Account at 2.89% APR and deposit for 2 years and at 3.44% APR.
We congratulate our users who have been correct in their prediction with 67% of the votes (see here) stating that the bank would do that.
Next Wednesday, April 10, 2024, the marketing period for the Account at 2.89% APR and the deposit at 3.44% APR from Renault Bank ends. Will there be changes the next day?
What is your opinion? Answer us to the survey. Last time you got most of them right."
292,EBN also signs up for the feint: it offers 2.9% APR for 4 months,https://www.tucapital.es/depositos/ebn-tambien-se-apunta-a-lo-de-amago-ofrece-29-tae-a-4-meses/,11/07/2023,"If you have a deposit in EBN and decide not to renew, the bank can offer you a 2.9% APR for 4 months, 0.4% APR more than what it offers on a generalized basis.
EBN is a somewhat different entity, it offers higher rates to clients than to non-clients, but this counter offer is something new, and we don't like it, as we already said in the case of ING.
We do not know if it will offer this to all clients who threaten, but we do know of cases where they have done so. We also do not know if there are other offers and at other terms. Everyone should try if they are interested.
In this case it is a slight improvement of its general offer for clients:
The rest of the features are the same as deposits for new customers.
However, it is still behind Facto or Haitong.
The atypical thing happens in this bank. Treat existing customers better than new ones, with a difference of up to half a percentage point:
*Cancellable in advance by the client.
The rest of the features are:
The characteristics of your account are as follows:


EBN Banco has extended its deposits at 3.1% APR indefinitely to any term you choose: 3, 6, 9, 12, 18, 24 or 36 months.
This offer has been in effect since February 15 and initially had a marketing period until March 1, but as we say, it will continue indefinitely until further notice.
EBN Banco flat offer, gives you 3.1% APR for any term you choose: 3, 6, 9, 12, 18, 24 or 36 months, and also reduces the minimum investment from €10,000 to €5,000 on the day of Valentine's Day.
However, this means a drop in rates for most terms: from 9 months, and a slight increase for short terms.
EBN bank changes the interest rate on various deposits. Its maximum profitability drops to 3.4% APR after the brief period at 3.6% APR offered during Black Friday.
That 3.4% APR is pretty decent, but not as much as the best offers on the market at 4% APR from Facto (see here) or Banco Big (see here)."
293,…And if you decide to take money from ING: it offers you 2.5% APR for 12 months. feint trick,https://www.tucapital.es/depositos/y-si-decides-llevarte-dinero-de-ing-te-ofrece-25-tae-truco-amago/,10/07/2023,"Banks, like many people, do not value what they have until they see that they are going to lose it. In this case, ING, when they see that they are going to lose liabilities, try to retain it, offering something similar to their selected VIP clients.
Nobody likes to be treated like second-class people, and ING is doing it, which added to their bad generic offers, people are deciding to take their money elsewhere.
At this point, and not always, the bank makes you an offer to stay. The proposal is varied, but the most generic is a 12-month deposit and 2.5% APR for any amount up to €100,000.
Perhaps, at that point it is already too late. The client who has decided to look for another bank already knows that the competition offers up to 4% APR.
In any case, for a customer who wants to continue with ING and has not obtained the VIP offer, they could try the trick: ""feign to take the money"" and wait for them to offer this product.
You must start a process to transfer your money from ING to another bank.
During the process, the bank shows you this screen before confirming the operation.

The unlucky ones must settle for the following offer:
Lower profitability and above all, for much, much shorter term.
To be able to contract this product you must bring money to ING until July 31, which represents an increase in any of your accounts (ORANGE Account, PAYROLL Account or NoAccount Account).
Still unchanged:
With the following features:
And Orange Account:


ING now asks, in addition to direct debiting a payroll, to spend money with your debit card if you want to receive up to €120 welcome.
Before they gave you the bonus directly if you direct deposited your income in the bank, now, in addition, you must spend money in a series of supermarkets that they indicate to receive those €120
ING tells you to make your “savings work for you with the new 3-month APR 2.50% Deposit” as “more than 250,000 customers” have already done.
But ING knows that whatever it launches, it works. As the bank says, more than 250,000 clients have hired it, although it does not specify how long or for what amount.
Anyone who has not had an Orange Bank account does not know what we are going to lose. The entity will close in 2024 and the clients will be transferred to Cetelem.
Today we have tried to look for an alternative, and we have not found any offer that equals or surpasses Orange Bank: either ATMs fail, or some operation is not available or with a cost, or it requires payroll or income."
